iter,time,reward,steps,convergence
1,0.005277784000000452,-12862.4,300.0,89.13140913279975
2,0.007963749999994718,-28001.6,300.0,80.2168918652119
3,0.009254935999997826,-12468.8,300.0,71.3068918652119
4,0.010304175999998222,-12747.2,300.0,62.3968918652119
5,0.011383166000001665,-13227.2,300.0,53.486233394012196
6,0.012564146999999082,-12689.6,300.0,43.619121362915976
7,0.015357186999999328,-12516.8,300.0,34.70912136291597
8,0.01674746299999441,-12603.2,300.0,24.841674543834735
9,0.018274915999995756,-12008.0,300.0,14.986629192029941
10,0.01947145100000114,-12152.0,300.0,6.075156039229769
11,0.020451057999999023,-13582.4,300.0,6.07654765828444
12,0.022591987999994956,-16280.0,300.0,5.124310439592636
13,0.023644480999998052,-11979.2,300.0,4.187637250006077
14,0.024611731000000248,-12017.6,300.0,4.187637250006077
15,0.025656048999998404,-12392.0,300.0,4.18569921729731
16,0.026949147999999923,-12468.8,300.0,5.14243821835707
17,0.028005667999998707,-17096.0,300.0,5.13621487314925
18,0.029242763999995702,-16107.2,300.0,6.064919542785272
19,0.0309334029999917,-12756.8,300.0,6.086203512315471
20,0.031919478999995476,-12507.2,300.0,5.135686729476743
21,0.03280403800000187,-12065.6,300.0,5.168807714720266
22,0.03402777299999826,-13553.6,300.0,5.197197639900762
23,0.035066104999998515,-12238.4,300.0,6.133297776100217
24,0.03603134200000113,-12363.2,300.0,5.202903695379912
25,0.03713481900000204,-12948.8,300.0,5.201554181420737
26,0.03818823000000293,-12075.2,300.0,4.25668577118967
27,0.03915256100000164,-12334.4,300.0,3.34335315772489
28,0.04011143999999689,-12209.6,300.0,3.3770288522400818
29,0.041099144999996895,-12017.6,300.0,4.326500103655848
30,0.042020958999991365,-11960.0,300.0,5.268199391051721
31,0.04291191399998695,-11969.6,300.0,5.270325504041471
32,0.04387634299998666,-12084.8,300.0,6.163926377797884
33,0.04516764799998896,-14302.4,300.0,6.168795827280585
34,0.0463145539999843,-12497.6,300.0,7.143031872308853
35,0.0474236279999829,-13841.6,300.0,7.15078206345054
36,0.04838180499998401,-12977.6,300.0,7.177187546118678
37,0.04980880299998347,-11960.0,300.0,7.150319758017618
38,0.050765515999984245,-12536.0,300.0,7.140278163216479
39,0.051716357999985973,-12104.0,300.0,6.159288451443343
40,0.052700991999984126,-12238.4,300.0,6.168359803327908
41,0.05370292399998533,-12027.2,300.0,6.134482435269717
42,0.05465920999998275,-12603.2,300.0,5.227598657523799
43,0.055622621999980026,-11998.4,300.0,4.297738126828868
44,0.05654040399998195,-12488.0,300.0,3.323422178955242
45,0.05748232599997749,-11960.0,300.0,2.3711955482196587
46,0.058713214999983165,-11960.0,300.0,3.2797060110704295
47,0.05966740299998463,-11960.0,300.0,4.207218134818599
48,0.0606976349999826,-12065.6,300.0,3.2862445518801495
49,0.061824609999987956,-11998.4,300.0,3.305499494440214
50,0.06279990599998797,-12075.2,300.0,2.357589836378982
51,0.06453644799998415,-12142.4,300.0,3.303140540835746
52,0.06550866299998148,-12017.6,300.0,4.273352507809504
53,0.06648336699997515,-11960.0,300.0,4.273250171776032
54,0.06765814699997463,-13188.8,300.0,4.273417486652166
55,0.06850123699997113,-12084.8,300.0,5.221034231047959
56,0.06936942399997292,-17355.2,300.0,4.274218615181333
57,0.07032587499997334,-12574.4,300.0,4.279861887631178
58,0.0712255449999688,-12334.4,300.0,4.286144681463941
59,0.07209814399996617,-11960.0,300.0,5.2022648196737835
60,0.07295338499996262,-11979.2,300.0,5.19499019126985
61,0.07380590099995743,-12219.2,300.0,5.189399370350334
62,0.07473308599995931,-12900.8,300.0,5.113883608428752
63,0.07559273599996175,-26993.6,300.0,5.097153580719426
64,0.07645919799996648,-26417.6,300.0,5.108116712707113
65,0.07739587299996487,-23940.8,300.0,5.099246704896677
66,0.0784678579999678,-37928.0,300.0,5.132783213360291
67,0.07972800899996457,-29643.2,300.0,5.168773025119295
68,0.08067975299996277,-13947.2,300.0,6.036274483945502
69,0.08161507299996629,-28174.4,300.0,5.103254006112475
70,0.08242839699996551,-12468.8,300.0,6.051658280435019
71,0.08325620199996564,-11960.0,300.0,5.145060825353637
72,0.08438921899996643,-12238.4,300.0,5.1286427677017725
73,0.08526653899996717,-12094.4,300.0,5.114454445726752
74,0.0860950909999687,-12056.0,300.0,6.008973429451467
75,0.08691327199996834,-14888.0,300.0,5.062508993484587
76,0.08773770499996658,-12190.4,300.0,5.030146267963547
77,0.08871694699996624,-17988.8,300.0,4.094316589729916
78,0.08966422999996837,-12324.8,300.0,3.225386766757181
79,0.09045290199997424,-13851.2,300.0,3.2635018523796164
80,0.09130335399997591,-12075.2,300.0,2.3183606045429386
81,0.09214971299997643,-11969.6,300.0,3.212548387759908
82,0.09324295899997281,-11969.6,300.0,3.2742368800470603
83,0.09402430399997286,-11960.0,300.0,3.2948764585102976
84,0.09480438599997143,-11969.6,300.0,2.3951949968950883
85,0.09561051899997608,-12027.2,300.0,3.2759591424671015
86,0.09653453499997511,-12142.4,300.0,3.287058794635482
87,0.09741771599997406,-12440.0,300.0,4.186816754996732
88,0.09835729199997445,-12228.8,300.0,4.1797944551341235
89,0.09919293399997287,-11979.2,300.0,4.1679386402687895
90,0.10031499699996971,-12430.4,300.0,5.101393455186174
91,0.10115978099997136,-11960.0,300.0,5.120898943792089
92,0.10205011399997233,-12612.8,300.0,4.167106878905772
93,0.10288103399997084,-12305.6,300.0,4.184479972108967
94,0.10369756599996549,-12795.2,300.0,5.108114533591499
95,0.10452083799996359,-12545.6,300.0,4.269747020575712
96,0.10532175799995969,-12497.6,300.0,4.278333795234579
97,0.10616504699996199,-12804.8,300.0,3.350454030164502
98,0.10700121199995749,-12008.0,300.0,4.281466230461501
99,0.10799363499995707,-11969.6,300.0,4.264976090452237
100,0.10883959199995985,-17758.4,300.0,4.274920577676605
101,0.1096864199999601,-13294.4,300.0,3.3506827691539938
102,0.11048791299995742,-14686.4,300.0,3.3756526890850664
103,0.11135283899995585,-12699.2,300.0,4.248214568464638
104,0.11217889699995709,-12257.6,300.0,3.3369143428615162
105,0.11296203299995966,-11960.0,300.0,4.242820049861083
106,0.11375137899995735,-11960.0,300.0,4.274412045845378
107,0.11459605099995684,-12017.6,300.0,5.203721173211204
108,0.1154368139999562,-12132.8,300.0,5.19420236104182
109,0.11643297699995969,-12008.0,300.0,6.140722891276664
110,0.11725132199995869,-12881.6,300.0,5.19433157869494
111,0.11808080699995571,-12536.0,300.0,6.150368669043462
112,0.11888504799995303,-12180.8,300.0,6.125032499862871
113,0.11966945599995427,-11960.0,300.0,5.247217109666852
114,0.12046435799994981,-11960.0,300.0,6.151496453009022
115,0.12147140099994402,-12747.2,300.0,6.151266054105096
116,0.12232314599994965,-12468.8,300.0,6.140593718315
117,0.12318400899994941,-11960.0,300.0,5.1959900520653886
118,0.12396668299994928,-11960.0,300.0,4.28304922233246
119,0.12474607599995124,-12660.8,300.0,4.277106742527282
120,0.12557496399995216,-11960.0,300.0,4.30811584632075
121,0.12640193299994706,-12152.0,300.0,4.2761596845802545
122,0.12721601999994903,-12190.4,300.0,4.2991574998251725
123,0.12800018999994478,-11969.6,300.0,5.222983159292342
124,0.12903769999994097,-12200.0,300.0,5.1882846387620605
125,0.12988205099993877,-12324.8,300.0,4.239295467949266
126,0.13082776199993873,-12660.8,300.0,5.135759472826696
127,0.13163138099993432,-11988.8,300.0,5.189632987402076
128,0.13260528799993665,-11988.8,300.0,5.176398947412333
129,0.13351836899993685,-12180.8,300.0,5.1699268579549145
130,0.13431134399993994,-12104.0,300.0,5.192061027707135
131,0.1352854479999408,-12142.4,300.0,4.2950210596339815
132,0.1360689859999411,-11979.2,300.0,4.293095963906145
133,0.13687783399994657,-11960.0,300.0,3.372281712820116
134,0.1378953519999513,-11960.0,300.0,2.4924184068759048
135,0.13874546699995705,-12228.8,300.0,2.512147588861583
136,0.1396514989999531,-12286.4,300.0,2.525007666310475
137,0.1405924829999563,-13054.4,300.0,3.426613924864159
138,0.14140102099995744,-12574.4,300.0,4.3485035913879955
139,0.14219731499996158,-15723.2,300.0,4.345205884488953
140,0.1429865269999624,-15713.6,300.0,5.2411178310122555
141,0.1438852129999617,-12344.0,300.0,5.189913534827971
142,0.14464444399996523,-13956.8,300.0,5.167512845374555
143,0.1453984309999612,-13265.6,300.0,6.077046610940046
144,0.14616713799996006,-12680.0,300.0,6.986710087298411
145,0.14699145299995564,-12056.0,300.0,6.99741830144676
146,0.14777946899995698,-11988.8,300.0,6.063201241233855
147,0.14861684499995675,-12248.0,300.0,6.0557613207871555
148,0.1494327399999591,-12123.2,300.0,5.159249794121391
149,0.1502509899999609,-11960.0,300.0,4.263904965505017
150,0.15106380599996072,-12094.4,300.0,3.3644829538186145
151,0.15194686399996016,-11969.6,300.0,3.363071347711627
152,0.15279619899995822,-12324.8,300.0,3.3616763084784624
153,0.15369722099995897,-12056.0,300.0,2.4435015412519134
154,0.15455496599996366,-12008.0,300.0,1.5202182061817324
155,0.1553517379999647,-12190.4,300.0,1.5159267791517692
156,0.15610658099996755,-12228.8,300.0,1.5454783795706306
157,0.1568711989999656,-11960.0,300.0,1.5845000083567187
158,0.15773764999996587,-12113.6,300.0,2.4239385393130704
159,0.15871021299997068,-12228.8,300.0,2.4227217898090316
160,0.1594737559999757,-12276.8,300.0,3.350523604342041
161,0.16029813999997344,-12516.8,300.0,3.3964126278804656
162,0.1612307899999692,-12459.2,300.0,4.367476503374417
163,0.16204422199996316,-12084.8,300.0,5.284608570579991
164,0.1628526899999656,-12190.4,300.0,5.263451408949502
165,0.16365995499997155,-12065.6,300.0,6.21107726446381
166,0.16450747299997204,-12152.0,300.0,7.072823646764999
167,0.16529526799997285,-12027.2,300.0,7.020289668979606
168,0.16605033899997323,-12478.4,300.0,7.113737273840772
169,0.1669773399999741,-12776.0,300.0,7.090317305293271
170,0.16781779399997276,-12209.6,300.0,7.043170380762135
171,0.16895460299997467,-12248.0,300.0,7.949929433603853
172,0.16987573699997682,-12315.2,300.0,7.923837330811122
173,0.17067902099997667,-12142.4,300.0,7.92760184101374
174,0.17148049499997597,-12248.0,300.0,7.969633879383227
175,0.17223883499998038,-12478.4,300.0,7.070269183419782
176,0.1730667069999825,-12180.8,300.0,6.162932768561847
177,0.17389814799998504,-12382.4,300.0,5.273377894939115
178,0.17467254099998542,-13208.0,300.0,4.362819578350151
179,0.17547557299998573,-12027.2,300.0,4.408535251810521
180,0.17648925299998552,-12824.0,300.0,3.54525293388255
181,0.1772476989999845,-14542.4,300.0,2.595640115930202
182,0.17802897599998602,-12497.6,300.0,2.6230258413916303
183,0.179223059999984,-12267.2,300.0,1.675949247843225
